,Image1,DateTimeOriginal,ForestName,Camera ,Camera_Trap_Days,Date_Out,Date_Checked,choice
241,11_13_BC_000094.JPG,12/10/18 13:37,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
242,25_09_SH_0072.JPG,12/10/18 13:42,SH,25,89,18/11/14,19/02/11,SQUIRRELRED
243,11_13_BC_000097.JPG,12/10/18 13:44,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
244,33_01_WF_0067.JPG,12/11/18 8:53,WF,33,75,18/11/17,19/01/31,COYOTE
245,22_18_WF_0064.JPG,12/11/18 18:53,WF,22,75,18/11/17,19/01/31,COYOTE
246,31_06_WHIP_0022.JPG,12/11/18 23:18,WHIP,31,36,18/12/19,19/01/24,DEERWHITETAILED
247,15_14_DEG_000025.JPG,12/12/18 9:02,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
248,11_13_BC_000100.JPG,12/12/18 12:05,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
249,11_13_BC_000103.JPG,12/12/18 12:12,BC,11,109,18/11/15,19/03/04,NOTHINGHERE
250,11_13_BC_000106.JPG,12/12/18 12:15,BC,11,109,18/11/15,19/03/04,NOTHINGHERE
251,11_13_BC_000109.JPG,12/12/18 12:27,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
252,31_06_WHIP_0025.JPG,12/13/18 0:36,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
253,29_19_DEG_0046.JPG,12/13/18 7:01,DEG,29,73,18/11/26,19/02/07,SOMETHINGHERE
